game_index,white_agent,black_agent,winner,white_won,black_won,draw,moves,termination_reason,white_avg_nodes,black_avg_nodes,white_avg_time,black_avg_time,total_avg_nodes,total_avg_time
201,Agent_mobility,Agent_center_control__king_safety,draw,0,0,1,60,move_cap,768.13,374.37,0.059245,0.018553,571.25,0.038899
202,Agent_mobility,Agent_center_control__material,b,0,1,0,24,king_exploded,898.92,813.92,0.088806,0.042251,856.42,0.065529
203,Agent_pawn_structure,Agent_bishop_pair,draw,0,0,1,60,move_cap,508.93,514.1,0.023195,0.011819,511.52,0.017507
204,Agent_pawn_structure,Agent_capture_threats,draw,0,0,1,60,move_cap,655.8,655.73,0.027111,0.054616,655.77,0.040864
205,Agent_pawn_structure,Agent_center_control,b,0,1,0,14,king_exploded,714.0,671.71,0.031046,0.030048,692.86,0.030547
206,Agent_pawn_structure,Agent_enemy_king_danger,b,0,1,0,22,king_exploded,550.27,515.64,0.023449,0.023652,532.95,0.023551
207,Agent_pawn_structure,Agent_king_safety,draw,0,0,1,60,move_cap,249.3,239.3,0.009819,0.004795,244.3,0.007307
208,Agent_pawn_structure,Agent_material,draw,0,0,1,60,move_cap,447.33,427.4,0.01799,0.008224,437.37,0.013107
209,Agent_pawn_structure,Agent_mobility,b,0,1,0,6,checkmate,684.67,763.67,0.02896,0.059784,724.17,0.044372
210,Agent_pawn_structure,Agent_piece_position,b,0,1,0,12,king_exploded,552.33,621.83,0.032879,0.01663,587.08,0.024755
211,Agent_pawn_structure,Agent_rook_activity,b,0,1,0,20,checkmate,493.4,474.5,0.030061,0.016406,483.95,0.023234
212,Agent_pawn_structure,Agent_bishop_pair__capture_threats,draw,0,0,1,60,move_cap,655.8,655.73,0.028107,0.068743,655.77,0.048425
213,Agent_pawn_structure,Agent_bishop_pair__center_control,b,0,1,0,14,king_exploded,714.0,671.71,0.030718,0.03657,692.86,0.033644
214,Agent_pawn_structure,Agent_bishop_pair__enemy_king_danger,b,0,1,0,22,king_exploded,550.27,515.64,0.023607,0.029167,532.95,0.026387
215,Agent_pawn_structure,Agent_bishop_pair__king_safety,draw,0,0,1,60,move_cap,249.3,239.3,0.009999,0.010305,244.3,0.010152
216,Agent_pawn_structure,Agent_bishop_pair__material,draw,0,0,1,60,move_cap,527.73,530.83,0.022229,0.016122,529.28,0.019176
217,Agent_pawn_structure,Agent_bishop_pair__mobility,b,0,1,0,6,checkmate,684.67,763.67,0.029474,0.068314,724.17,0.048894
218,Agent_pawn_structure,Agent_bishop_pair__pawn_structure,draw,0,0,1,60,move_cap,669.67,682.47,0.028424,0.033868,676.07,0.031146
219,Agent_pawn_structure,Agent_bishop_pair__piece_position,b,0,1,0,12,king_exploded,552.33,621.83,0.023068,0.018294,587.08,0.020681
220,Agent_pawn_structure,Agent_bishop_pair__rook_activity,draw,0,0,1,60,move_cap,422.83,603.07,0.01783,0.028586,512.95,0.023208
221,Agent_pawn_structure,Agent_capture_threats__center_control,draw,0,0,1,60,move_cap,805.07,829.83,0.044453,0.11555,817.45,0.080001
222,Agent_pawn_structure,Agent_capture_threats__enemy_king_danger,b,0,1,0,26,checkmate,593.92,612.69,0.028757,0.078765,603.31,0.053761
223,Agent_pawn_structure,Agent_capture_threats__king_safety,draw,0,0,1,60,move_cap,797.77,795.97,0.034922,0.077867,796.87,0.056394
224,Agent_pawn_structure,Agent_capture_threats__material,draw,0,0,1,60,move_cap,655.8,655.73,0.030106,0.063092,655.77,0.046599
225,Agent_pawn_structure,Agent_capture_threats__mobility,draw,0,0,1,60,move_cap,973.7,1008.7,0.049174,0.183778,991.2,0.116476
226,Agent_pawn_structure,Agent_capture_threats__pawn_structure,draw,0,0,1,60,move_cap,681.9,683.23,0.030111,0.078954,682.57,0.054533
227,Agent_pawn_structure,Agent_capture_threats__piece_position,draw,0,0,1,60,move_cap,562.5,553.23,0.024539,0.049551,557.87,0.037045
228,Agent_pawn_structure,Agent_capture_threats__rook_activity,draw,0,0,1,60,move_cap,655.8,655.73,0.030429,0.073611,655.77,0.05202
229,Agent_pawn_structure,Agent_center_control__enemy_king_danger,w,1,0,0,59,king_exploded,507.47,463.79,0.030649,0.046811,485.63,0.03873
230,Agent_pawn_structure,Agent_center_control__king_safety,b,0,1,0,14,king_exploded,651.14,596.29,0.030202,0.03733,623.71,0.033766
231,Agent_pawn_structure,Agent_center_control__material,draw,0,0,1,60,move_cap,623.33,708.97,0.028618,0.039042,666.15,0.03383
232,Agent_piece_position,Agent_bishop_pair,draw,0,0,1,60,move_cap,474.63,480.1,0.010492,0.01139,477.37,0.010941
233,Agent_piece_position,Agent_capture_threats,draw,0,0,1,60,move_cap,698.0,718.57,0.016906,0.065629,708.28,0.041267
234,Agent_piece_position,Agent_center_control,w,1,0,0,13,checkmate,1038.57,1200.83,0.026452,0.046052,1119.7,0.036252
235,Agent_piece_position,Agent_enemy_king_danger,b,0,1,0,50,king_exploded,656.6,704.72,0.014552,0.0345,680.66,0.024526
236,Agent_piece_position,Agent_king_safety,b,0,1,0,26,king_exploded,470.38,565.15,0.010367,0.011667,517.77,0.011017
237,Agent_piece_position,Agent_material,b,0,1,0,38,checkmate,559.16,590.11,0.012839,0.01333,574.63,0.013084
238,Agent_piece_position,Agent_mobility,b,0,1,0,6,checkmate,723.67,856.33,0.015801,0.069922,790.0,0.042861
239,Agent_piece_position,Agent_pawn_structure,draw,0,0,1,60,move_cap,578.1,647.57,0.012686,0.025655,612.83,0.019171
240,Agent_piece_position,Agent_rook_activity,b,0,1,0,46,checkmate,651.78,702.26,0.01547,0.019536,677.02,0.017503
241,Agent_piece_position,Agent_bishop_pair__capture_threats,draw,0,0,1,60,move_cap,604.13,652.27,0.014187,0.062726,628.2,0.038456
242,Agent_piece_position,Agent_bishop_pair__center_control,w,1,0,0,13,checkmate,1038.57,1200.83,0.025482,0.054444,1119.7,0.039963
243,Agent_piece_position,Agent_bishop_pair__enemy_king_danger,b,0,1,0,46,king_exploded,615.43,674.39,0.016018,0.043841,644.91,0.02993
244,Agent_piece_position,Agent_bishop_pair__king_safety,b,0,1,0,26,king_exploded,470.38,565.15,0.011054,0.018543,517.77,0.014798
245,Agent_piece_position,Agent_bishop_pair__material,b,0,1,0,38,checkmate,559.16,590.11,0.012941,0.018415,574.63,0.015678
246,Agent_piece_position,Agent_bishop_pair__mobility,b,0,1,0,6,checkmate,723.67,856.33,0.016122,0.080242,790.0,0.048182
247,Agent_piece_position,Agent_bishop_pair__pawn_structure,b,0,1,0,24,checkmate,958.67,868.75,0.027492,0.049694,913.71,0.038593
248,Agent_piece_position,Agent_bishop_pair__piece_position,draw,0,0,1,60,move_cap,867.0,896.9,0.022212,0.035118,881.95,0.028665
249,Agent_piece_position,Agent_bishop_pair__rook_activity,b,0,1,0,46,checkmate,651.78,702.26,0.015168,0.027551,677.02,0.02136
250,Agent_piece_position,Agent_capture_threats__center_control,draw,0,0,1,60,move_cap,972.6,757.83,0.024832,0.099995,865.22,0.062413
251,Agent_piece_position,Agent_capture_threats__enemy_king_danger,w,1,0,0,21,king_exploded,743.27,753.5,0.017637,0.099623,748.39,0.05863
252,Agent_piece_position,Agent_capture_threats__king_safety,draw,0,0,1,60,move_cap,909.77,914.57,0.020519,0.094588,912.17,0.057554
253,Agent_piece_position,Agent_capture_threats__material,draw,0,0,1,60,move_cap,685.4,704.53,0.015373,0.064283,694.97,0.039828
254,Agent_piece_position,Agent_capture_threats__mobility,draw,0,0,1,60,move_cap,775.53,829.57,0.018624,0.151443,802.55,0.085034
255,Agent_piece_position,Agent_capture_threats__pawn_structure,draw,0,0,1,60,move_cap,712.83,585.23,0.017006,0.071205,649.03,0.044105
256,Agent_piece_position,Agent_capture_threats__piece_position,draw,0,0,1,60,move_cap,689.73,701.27,0.015136,0.06332,695.5,0.039228
257,Agent_piece_position,Agent_capture_threats__rook_activity,draw,0,0,1,60,move_cap,698.0,718.57,0.01803,0.078854,708.28,0.048442
258,Agent_piece_position,Agent_center_control__enemy_king_danger,b,0,1,0,10,king_exploded,705.8,874.6,0.02335,0.105597,790.2,0.064474
259,Agent_piece_position,Agent_center_control__king_safety,b,0,1,0,52,checkmate,845.12,849.12,0.019564,0.052429,847.12,0.035996
260,Agent_piece_position,Agent_center_control__material,b,0,1,0,14,checkmate,730.0,1020.57,0.016468,0.051998,875.29,0.034233
261,Agent_rook_activity,Agent_bishop_pair,w,1,0,0,21,checkmate,456.73,477.5,0.012035,0.010225,467.11,0.01113
262,Agent_rook_activity,Agent_capture_threats,draw,0,0,1,60,move_cap,733.33,735.43,0.021861,0.062965,734.38,0.042413
263,Agent_rook_activity,Agent_center_control,b,0,1,0,14,king_exploded,714.0,671.71,0.021015,0.031744,692.86,0.026379
264,Agent_rook_activity,Agent_enemy_king_danger,draw,0,0,1,60,move_cap,709.73,705.73,0.021619,0.035769,707.73,0.028694
265,Agent_rook_activity,Agent_king_safety,w,1,0,0,21,checkmate,456.73,477.5,0.012987,0.011634,467.11,0.012311
266,Agent_rook_activity,Agent_material,b,0,1,0,42,king_exploded,523.1,538.86,0.013957,0.009807,530.98,0.011882
267,Agent_rook_activity,Agent_mobility,b,0,1,0,6,checkmate,684.67,763.67,0.018984,0.066072,724.17,0.042528
268,Agent_rook_activity,Agent_pawn_structure,draw,0,0,1,60,move_cap,669.67,682.47,0.018893,0.027677,676.07,0.023285
269,Agent_rook_activity,Agent_piece_position,b,0,1,0,12,king_exploded,579.5,615.5,0.015891,0.013572,597.5,0.014731
270,Agent_rook_activity,Agent_bishop_pair__capture_threats,draw,0,0,1,60,move_cap,733.33,735.43,0.019956,0.072005,734.38,0.04598
271,Agent_rook_activity,Agent_bishop_pair__center_control,b,0,1,0,14,king_exploded,714.0,671.71,0.01946,0.037711,692.86,0.028585
272,Agent_rook_activity,Agent_bishop_pair__enemy_king_danger,draw,0,0,1,60,move_cap,316.5,596.67,0.008854,0.041575,456.58,0.025215
273,Agent_rook_activity,Agent_bishop_pair__king_safety,w,1,0,0,21,checkmate,456.73,477.5,0.012571,0.016862,467.11,0.014717
274,Agent_rook_activity,Agent_bishop_pair__material,b,0,1,0,42,king_exploded,523.1,538.86,0.014554,0.018547,530.98,0.01655
275,Agent_rook_activity,Agent_bishop_pair__mobility,b,0,1,0,6,checkmate,684.67,763.67,0.019105,0.069908,724.17,0.044507
276,Agent_rook_activity,Agent_bishop_pair__pawn_structure,draw,0,0,1,60,move_cap,669.67,682.47,0.017932,0.034007,676.07,0.025969
277,Agent_rook_activity,Agent_bishop_pair__piece_position,b,0,1,0,12,king_exploded,579.5,615.5,0.015135,0.018273,597.5,0.016704
278,Agent_rook_activity,Agent_bishop_pair__rook_activity,w,1,0,0,21,checkmate,456.73,477.5,0.011694,0.016164,467.11,0.013929
279,Agent_rook_activity,Agent_capture_threats__center_control,draw,0,0,1,60,move_cap,764.0,780.57,0.021515,0.08698,772.28,0.054247
280,Agent_rook_activity,Agent_capture_threats__enemy_king_danger,b,0,1,0,26,checkmate,593.92,612.69,0.016352,0.077506,603.31,0.046929
281,Agent_rook_activity,Agent_capture_threats__king_safety,draw,0,0,1,60,move_cap,797.77,795.97,0.020829,0.074969,796.87,0.047899
282,Agent_rook_activity,Agent_capture_threats__material,draw,0,0,1,60,move_cap,733.33,735.43,0.0197,0.067906,734.38,0.043803
283,Agent_rook_activity,Agent_capture_threats__mobility,draw,0,0,1,60,move_cap,913.53,937.07,0.027517,0.171002,925.3,0.099259
284,Agent_rook_activity,Agent_capture_threats__pawn_structure,draw,0,0,1,60,move_cap,775.73,763.33,0.022174,0.091178,769.53,0.056676
285,Agent_rook_activity,Agent_capture_threats__piece_position,draw,0,0,1,60,move_cap,501.5,492.83,0.013659,0.042263,497.17,0.027961
286,Agent_rook_activity,Agent_capture_threats__rook_activity,draw,0,0,1,60,move_cap,733.33,735.43,0.020426,0.078959,734.38,0.049693
287,Agent_rook_activity,Agent_center_control__enemy_king_danger,draw,0,0,1,60,move_cap,535.17,523.87,0.015795,0.044534,529.52,0.030165
288,Agent_rook_activity,Agent_center_control__king_safety,b,0,1,0,14,king_exploded,651.14,596.29,0.017463,0.035887,623.71,0.026675
289,Agent_rook_activity,Agent_center_control__material,b,0,1,0,18,checkmate,639.44,696.0,0.017113,0.035594,667.72,0.026354
290,Agent_bishop_pair__capture_threats,Agent_bishop_pair,w,1,0,0,29,checkmate,548.2,551.43,0.052463,0.011711,549.81,0.032087
291,Agent_bishop_pair__capture_threats,Agent_capture_threats,draw,0,0,1,60,move_cap,660.53,653.5,0.063678,0.054227,657.02,0.058953
292,Agent_bishop_pair__capture_threats,Agent_center_control,w,1,0,0,37,checkmate,800.0,719.17,0.086117,0.03186,759.58,0.058988
293,Agent_bishop_pair__capture_threats,Agent_enemy_king_danger,w,1,0,0,27,king_exploded,708.36,683.38,0.068986,0.030966,695.87,0.049976
294,Agent_bishop_pair__capture_threats,Agent_king_safety,w,1,0,0,41,checkmate,555.52,563.2,0.051685,0.011148,559.36,0.031417
295,Agent_bishop_pair__capture_threats,Agent_material,b,0,1,0,44,king_exploded,685.59,654.36,0.069137,0.012509,669.98,0.040823
296,Agent_bishop_pair__capture_threats,Agent_mobility,draw,0,0,1,60,move_cap,812.93,818.43,0.087876,0.074696,815.68,0.081286
297,Agent_bishop_pair__capture_threats,Agent_pawn_structure,w,1,0,0,13,checkmate,618.29,659.17,0.058814,0.026386,638.73,0.0426
298,Agent_bishop_pair__capture_threats,Agent_piece_position,draw,0,0,1,60,move_cap,373.13,376.47,0.0321,0.007398,374.8,0.019749
299,Agent_bishop_pair__capture_threats,Agent_rook_activity,b,0,1,0,54,king_exploded,732.07,725.3,0.070275,0.018521,728.69,0.044398
300,Agent_bishop_pair__capture_threats,Agent_bishop_pair__center_control,b,0,1,0,20,king_exploded,750.0,838.7,0.07907,0.045518,794.35,0.062294
301,Agent_bishop_pair__capture_threats,Agent_bishop_pair__enemy_king_danger,b,0,1,0,22,king_exploded,691.09,719.09,0.066657,0.041577,705.09,0.054117
302,Agent_bishop_pair__capture_threats,Agent_bishop_pair__king_safety,w,1,0,0,41,checkmate,555.52,563.2,0.051834,0.017445,559.36,0.03464
303,Agent_bishop_pair__capture_threats,Agent_bishop_pair__material,b,0,1,0,44,king_exploded,685.59,654.36,0.067366,0.019321,669.98,0.043343
304,Agent_bishop_pair__capture_threats,Agent_bishop_pair__mobility,draw,0,0,1,60,move_cap,812.93,818.43,0.080564,0.073302,815.68,0.076933
305,Agent_bishop_pair__capture_threats,Agent_bishop_pair__pawn_structure,b,0,1,0,38,checkmate,491.68,475.74,0.043566,0.023757,483.71,0.033661
306,Agent_bishop_pair__capture_threats,Agent_bishop_pair__piece_position,draw,0,0,1,60,move_cap,373.13,376.47,0.03179,0.011316,374.8,0.021553
307,Agent_bishop_pair__capture_threats,Agent_bishop_pair__rook_activity,b,0,1,0,32,king_exploded,568.5,587.44,0.067128,0.023505,577.97,0.045317
308,Agent_bishop_pair__capture_threats,Agent_capture_threats__center_control,draw,0,0,1,60,move_cap,827.1,1075.9,0.084296,0.131784,951.5,0.10804
309,Agent_bishop_pair__capture_threats,Agent_capture_threats__enemy_king_danger,b,0,1,0,44,king_exploded,737.95,728.64,0.068878,0.086012,733.3,0.077445
310,Agent_bishop_pair__capture_threats,Agent_capture_threats__king_safety,w,1,0,0,43,king_exploded,589.45,577.29,0.053435,0.055192,583.37,0.054314
311,Agent_bishop_pair__capture_threats,Agent_capture_threats__material,b,0,1,0,48,checkmate,722.71,740.12,0.069639,0.065693,731.42,0.067666
312,Agent_bishop_pair__capture_threats,Agent_capture_threats__mobility,draw,0,0,1,60,move_cap,484.5,532.4,0.042825,0.072157,508.45,0.057491
313,Agent_bishop_pair__capture_threats,Agent_capture_threats__pawn_structure,draw,0,0,1,60,move_cap,892.1,948.43,0.091533,0.121318,920.27,0.106425
314,Agent_bishop_pair__capture_threats,Agent_capture_threats__piece_position,draw,0,0,1,60,move_cap,373.13,376.47,0.038215,0.038147,374.8,0.038181
315,Agent_bishop_pair__capture_threats,Agent_capture_threats__rook_activity,b,0,1,0,54,king_exploded,665.85,652.07,0.061358,0.060482,658.96,0.06092
316,Agent_bishop_pair__capture_threats,Agent_center_control__enemy_king_danger,draw,0,0,1,60,move_cap,665.9,810.8,0.061441,0.059581,738.35,0.060511
317,Agent_bishop_pair__capture_threats,Agent_center_control__king_safety,b,0,1,0,46,king_exploded,815.83,860.13,0.078135,0.046707,837.98,0.062421
318,Agent_bishop_pair__capture_threats,Agent_center_control__material,b,0,1,0,32,king_exploded,788.5,795.31,0.07763,0.039102,791.91,0.058366
319,Agent_bishop_pair__center_control,Agent_bishop_pair,b,0,1,0,52,checkmate,722.19,724.23,0.044402,0.02091,723.21,0.032656
320,Agent_bishop_pair__center_control,Agent_capture_threats,draw,0,0,1,60,move_cap,908.73,970.03,0.050344,0.092044,939.38,0.071194
321,Agent_bishop_pair__center_control,Agent_center_control,b,0,1,0,20,checkmate,799.5,1105.1,0.049624,0.049966,952.3,0.049795
322,Agent_bishop_pair__center_control,Agent_enemy_king_danger,draw,0,0,1,60,move_cap,830.5,845.37,0.046836,0.049532,837.93,0.048184
323,Agent_bishop_pair__center_control,Agent_king_safety,b,0,1,0,34,king_exploded,809.47,966.0,0.043079,0.020203,887.74,0.031641
324,Agent_bishop_pair__center_control,Agent_material,draw,0,0,1,60,move_cap,679.03,676.2,0.039554,0.012909,677.62,0.026231
325,Agent_bishop_pair__center_control,Agent_mobility,draw,0,0,1,60,move_cap,1097.1,1087.9,0.056952,0.088969,1092.5,0.072961
326,Agent_bishop_pair__center_control,Agent_pawn_structure,draw,0,0,1,60,move_cap,661.73,672.4,0.045766,0.033425,667.07,0.039596
327,Agent_bishop_pair__center_control,Agent_piece_position,draw,0,0,1,60,move_cap,471.1,678.13,0.027556,0.016305,574.62,0.02193
328,Agent_bishop_pair__center_control,Agent_rook_activity,w,1,0,0,19,king_exploded,991.2,1059.78,0.059541,0.025482,1025.49,0.042511
329,Agent_bishop_pair__center_control,Agent_bishop_pair__capture_threats,draw,0,0,1,60,move_cap,908.73,970.03,0.04786,0.094708,939.38,0.071284
330,Agent_bishop_pair__center_control,Agent_bishop_pair__enemy_king_danger,b,0,1,0,14,king_exploded,623.71,816.71,0.034781,0.051809,720.21,0.043295
331,Agent_bishop_pair__center_control,Agent_bishop_pair__king_safety,draw,0,0,1,60,move_cap,432.67,1041.7,0.022045,0.032275,737.18,0.02716
332,Agent_bishop_pair__center_control,Agent_bishop_pair__material,b,0,1,0,36,checkmate,914.83,917.89,0.053156,0.02645,916.36,0.039803
333,Agent_bishop_pair__center_control,Agent_bishop_pair__mobility,b,0,1,0,22,king_exploded,790.55,968.64,0.053581,0.098002,879.59,0.075792
334,Agent_bishop_pair__center_control,Agent_bishop_pair__pawn_structure,b,0,1,0,42,king_exploded,1080.0,1106.14,0.058137,0.057582,1093.07,0.05786
335,Agent_bishop_pair__center_control,Agent_bishop_pair__piece_position,w,1,0,0,29,checkmate,895.67,1008.36,0.046533,0.031085,952.01,0.038809
336,Agent_bishop_pair__center_control,Agent_bishop_pair__rook_activity,draw,0,0,1,60,move_cap,700.2,717.13,0.041265,0.025579,708.67,0.033422
337,Agent_bishop_pair__center_control,Agent_capture_threats__center_control,b,0,1,0,52,king_exploded,795.04,894.58,0.039822,0.095111,844.81,0.067467
338,Agent_bishop_pair__center_control,Agent_capture_threats__enemy_king_danger,draw,0,0,1,60,move_cap,1030.87,989.9,0.053589,0.127515,1010.38,0.090552
339,Agent_bishop_pair__center_control,Agent_capture_threats__king_safety,draw,0,0,1,60,move_cap,696.53,678.9,0.038822,0.067189,687.72,0.053005
340,Agent_bishop_pair__center_control,Agent_capture_threats__material,b,0,1,0,34,checkmate,910.18,1082.06,0.050691,0.107818,996.12,0.079254
341,Agent_bishop_pair__center_control,Agent_capture_threats__mobility,b,0,1,0,18,king_exploded,911.67,1060.44,0.047511,0.170693,986.06,0.109102
342,Agent_bishop_pair__center_control,Agent_capture_threats__pawn_structure,draw,0,0,1,60,move_cap,1210.4,1198.33,0.059417,0.144488,1204.37,0.101952
343,Agent_bishop_pair__center_control,Agent_capture_threats__piece_position,w,1,0,0,33,checkmate,850.47,855.12,0.050943,0.092785,852.8,0.071864
344,Agent_bishop_pair__center_control,Agent_capture_threats__rook_activity,draw,0,0,1,60,move_cap,1114.5,1201.2,0.068644,0.142297,1157.85,0.105471
345,Agent_bishop_pair__center_control,Agent_center_control__enemy_king_danger,b,0,1,0,12,king_exploded,1081.0,1194.5,0.054187,0.100324,1137.75,0.077255
346,Agent_bishop_pair__center_control,Agent_center_control__king_safety,draw,0,0,1,60,move_cap,700.57,692.23,0.042156,0.037168,696.4,0.039662
347,Agent_bishop_pair__center_control,Agent_center_control__material,b,0,1,0,16,king_exploded,1351.88,1274.12,0.076753,0.064538,1313.0,0.070645
348,Agent_bishop_pair__enemy_king_danger,Agent_bishop_pair,w,1,0,0,21,checkmate,656.18,656.3,0.044991,0.014111,656.24,0.029551
349,Agent_bishop_pair__enemy_king_danger,Agent_capture_threats,w,1,0,0,23,king_exploded,703.83,643.64,0.04501,0.052641,673.73,0.048825
350,Agent_bishop_pair__enemy_king_danger,Agent_center_control,w,1,0,0,23,king_exploded,720.08,727.82,0.045657,0.030913,723.95,0.038285
351,Agent_bishop_pair__enemy_king_danger,Agent_enemy_king_danger,w,1,0,0,27,king_exploded,764.79,780.08,0.052541,0.038489,772.43,0.045515
352,Agent_bishop_pair__enemy_king_danger,Agent_king_safety,w,1,0,0,31,king_exploded,803.25,761.07,0.049628,0.014778,782.16,0.032203
353,Agent_bishop_pair__enemy_king_danger,Agent_material,draw,0,0,1,60,move_cap,763.17,690.67,0.053261,0.01416,726.92,0.033711
354,Agent_bishop_pair__enemy_king_danger,Agent_mobility,b,0,1,0,6,checkmate,684.33,799.33,0.061755,0.096956,741.83,0.079356
355,Agent_bishop_pair__enemy_king_danger,Agent_pawn_structure,w,1,0,0,47,king_exploded,518.0,479.17,0.033191,0.018706,498.59,0.025948
356,Agent_bishop_pair__enemy_king_danger,Agent_piece_position,draw,0,0,1,60,move_cap,762.03,732.87,0.046178,0.014048,747.45,0.030113
357,Agent_bishop_pair__enemy_king_danger,Agent_rook_activity,w,1,0,0,21,checkmate,656.18,656.3,0.041011,0.015473,656.24,0.028242
358,Agent_bishop_pair__enemy_king_danger,Agent_bishop_pair__capture_threats,w,1,0,0,23,king_exploded,703.83,643.64,0.047076,0.059621,673.73,0.053349
359,Agent_bishop_pair__enemy_king_danger,Agent_bishop_pair__center_control,w,1,0,0,27,checkmate,853.93,867.15,0.059774,0.048069,860.54,0.053922
360,Agent_bishop_pair__enemy_king_danger,Agent_bishop_pair__king_safety,w,1,0,0,31,king_exploded,803.25,761.07,0.049281,0.022793,782.16,0.036037
361,Agent_bishop_pair__enemy_king_danger,Agent_bishop_pair__material,draw,0,0,1,60,move_cap,763.17,690.67,0.048956,0.020059,726.92,0.034507
362,Agent_bishop_pair__enemy_king_danger,Agent_bishop_pair__mobility,b,0,1,0,6,checkmate,684.33,799.33,0.056702,0.083742,741.83,0.070222
363,Agent_bishop_pair__enemy_king_danger,Agent_bishop_pair__pawn_structure,draw,0,0,1,60,move_cap,625.73,639.07,0.05578,0.03876,632.4,0.04727
364,Agent_bishop_pair__enemy_king_danger,Agent_bishop_pair__piece_position,draw,0,0,1,60,move_cap,762.03,732.87,0.051389,0.023359,747.45,0.037374
365,Agent_bishop_pair__enemy_king_danger,Agent_bishop_pair__rook_activity,w,1,0,0,21,checkmate,656.18,656.3,0.04113,0.022275,656.24,0.031702
366,Agent_bishop_pair__enemy_king_danger,Agent_capture_threats__center_control,w,1,0,0,25,king_exploded,848.0,939.5,0.056402,0.11184,893.75,0.084121
367,Agent_bishop_pair__enemy_king_danger,Agent_capture_threats__enemy_king_danger,w,1,0,0,33,king_exploded,547.53,569.25,0.035672,0.067285,558.39,0.051479
368,Agent_bishop_pair__enemy_king_danger,Agent_capture_threats__king_safety,w,1,0,0,23,king_exploded,703.08,719.55,0.046128,0.081049,711.31,0.063588
369,Agent_bishop_pair__enemy_king_danger,Agent_capture_threats__material,w,1,0,0,19,king_exploded,595.3,532.44,0.038605,0.047881,563.87,0.043243
370,Agent_bishop_pair__enemy_king_danger,Agent_capture_threats__mobility,b,0,1,0,10,king_exploded,569.2,752.0,0.034988,0.111086,660.6,0.073037
371,Agent_bishop_pair__enemy_king_danger,Agent_capture_threats__pawn_structure,b,0,1,0,34,king_exploded,958.24,960.29,0.060205,0.114271,959.26,0.087238
372,Agent_bishop_pair__enemy_king_danger,Agent_capture_threats__piece_position,w,1,0,0,15,king_exploded,678.75,703.86,0.048475,0.071524,691.3,0.059999
373,Agent_bishop_pair__enemy_king_danger,Agent_capture_threats__rook_activity,w,1,0,0,23,king_exploded,703.83,643.64,0.058334,0.083588,673.73,0.070961
374,Agent_bishop_pair__enemy_king_danger,Agent_center_control__enemy_king_danger,b,0,1,0,10,king_exploded,570.6,639.6,0.046328,0.072138,605.1,0.059233
375,Agent_bishop_pair__enemy_king_danger,Agent_center_control__king_safety,draw,0,0,1,60,move_cap,833.23,882.4,0.0515,0.051449,857.82,0.051474
376,Agent_bishop_pair__enemy_king_danger,Agent_center_control__material,w,1,0,0,29,king_exploded,842.67,816.64,0.056433,0.038214,829.65,0.047324
377,Agent_bishop_pair__king_safety,Agent_bishop_pair,draw,0,0,1,60,move_cap,442.27,350.03,0.013178,0.007381,396.15,0.010279
378,Agent_bishop_pair__king_safety,Agent_capture_threats,draw,0,0,1,60,move_cap,681.27,691.33,0.02101,0.059717,686.3,0.040364
379,Agent_bishop_pair__king_safety,Agent_center_control,b,0,1,0,14,king_exploded,714.0,671.71,0.020782,0.029972,692.86,0.025377
380,Agent_bishop_pair__king_safety,Agent_enemy_king_danger,b,0,1,0,26,king_exploded,691.92,672.46,0.023318,0.033535,682.19,0.028427
381,Agent_bishop_pair__king_safety,Agent_king_safety,draw,0,0,1,60,move_cap,271.43,250.13,0.0082,0.005071,260.78,0.006635
382,Agent_bishop_pair__king_safety,Agent_material,draw,0,0,1,60,move_cap,419.77,420.57,0.012873,0.007874,420.17,0.010374
383,Agent_bishop_pair__king_safety,Agent_mobility,b,0,1,0,6,checkmate,684.67,763.67,0.021538,0.065515,724.17,0.043526
384,Agent_bishop_pair__king_safety,Agent_pawn_structure,draw,0,0,1,60,move_cap,669.67,682.47,0.026374,0.034425,676.07,0.030399
385,Agent_bishop_pair__king_safety,Agent_piece_position,b,0,1,0,12,king_exploded,539.5,571.17,0.019099,0.016757,555.33,0.017928
386,Agent_bishop_pair__king_safety,Agent_rook_activity,draw,0,0,1,60,move_cap,420.73,363.4,0.01447,0.009668,392.07,0.012069
387,Agent_bishop_pair__king_safety,Agent_bishop_pair__capture_threats,draw,0,0,1,60,move_cap,681.27,691.33,0.023472,0.074595,686.3,0.049033
388,Agent_bishop_pair__king_safety,Agent_bishop_pair__center_control,b,0,1,0,14,king_exploded,714.0,671.71,0.024417,0.049875,692.86,0.037146
389,Agent_bishop_pair__king_safety,Agent_bishop_pair__enemy_king_danger,draw,0,0,1,60,move_cap,657.97,612.47,0.01994,0.032669,635.22,0.026305
390,Agent_bishop_pair__king_safety,Agent_bishop_pair__material,draw,0,0,1,60,move_cap,457.93,461.07,0.013614,0.013188,459.5,0.013401
391,Agent_bishop_pair__king_safety,Agent_bishop_pair__mobility,b,0,1,0,6,checkmate,684.67,763.67,0.019843,0.070248,724.17,0.045046
392,Agent_bishop_pair__king_safety,Agent_bishop_pair__pawn_structure,draw,0,0,1,60,move_cap,669.67,682.47,0.019928,0.033657,676.07,0.026793
